Name,MathScore,ReadingScore,WritingScore,Gender,SchoolType
Student_52,88.75664116805572,73.01033090783076,88.29020440154439,Male,Private
Student_53,96.97494707820945,95.18836306995533,78.62366139693545,Female,Public
Student_54,94.74136752138244,70.49238365591751,71.27245582759085,Male,Private
Student_55,79.89499894055426,76.24670421217337,87.20402220525301,Male,Private
Student_56,96.09371175115584,73.85648836978416,98.29122122208162,Male,Public
Student_57,54.424625102595975,72.38119363327624,61.46031055813455,Male,Public
Student_58,59.79914312095726,88.75953846469528,57.18236825360598,Male,Private
Student_59,52.2613644455269,76.33844536347459,95.64408726113484,Female,Public
Student_60,66.26651653816322,65.8358561012608,83.44765387286517,Female,Public
Student_61,69.4338644844741,62.907908382923914,71.89930107809829,Female,Private
Student_62,63.567451588694794,51.88736584837167,78.66297851321416,Male,Public
Student_63,91.43687545759647,79.1597580941523,87.2806952588122,Female,Public
Student_64,67.83766633467947,61.49807077005171,88.65159493528586,Male,Public
Student_65,64.04672548436903,57.406696100819154,95.99470904094824,Female,Private
Student_66,77.13480415791243,82.69149819138389,71.34213944478114,Male,Public
Student_67,57.04621124873813,84.06046289107744,64.67054550096975,Male,Private
Student_68,90.10984903770199,87.6077446128833,81.9832133394921,Female,Private
Student_69,53.727532183988544,75.17884481692957,70.78639496397652,Female,Public
Student_70,99.34434683002587,94.70273026019433,79.7299226974489,Female,Private
Student_71,88.61223846483287,96.81713766991139,70.99928992279752,Male,Private
Student_72,59.93578407670862,90.36854698962446,57.64978933390872,Female,Private
Student_73,50.27610585618012,81.77967410040935,73.47133758294792,Female,Public
Student_74,90.77307142274171,65.18604767955944,84.54589109705164,Female,Private
Student_75,85.34286719238085,99.14724608101106,89.96419038338249,Female,Private
Student_76,86.45035840204937,63.70680835959692,74.66631383982734,Male,Private
Student_77,88.56351733429729,60.13284609952155,58.261894510520044,Male,Private
Student_78,53.70223258670452,72.10770568932914,70.73438548247158,Male,Private
Student_79,67.92328642721363,52.84202853561942,89.31469644208491,Female,Private
Student_80,55.79345297625649,98.92472323358953,70.64296353085365,Female,Private
Student_81,93.15517129377967,79.42167782082124,84.82653968021111,Female,Public
Student_82,81.1649063413779,77.84760458320876,75.36068408390449,Male,Public
Student_83,66.54490124263246,82.78981399498599,62.06115625546983,Female,Public
Student_84,53.177917514301186,74.85118238886034,89.80752540115373,Male,Private
Student_85,65.54911608578311,51.60317585472708,54.21067270353435,Female,Private
Student_86,66.25916610133736,80.61556444201983,76.24451413775753,Male,Public
Student_87,86.4803089169032,85.80869384782153,60.444551712170245,Male,Private
Student_88,81.87787356776066,70.83745303120266,53.35328142706878,Female,Private
Student_89,94.36063712881634,87.86477860355964,75.14669685416244,Female,Public
Student_90,73.61074625809746,61.35006496692103,74.97810779674617,Male,Private
Student_91,55.97971229691508,61.063829553309205,85.34504508378603,Male,Public
Student_92,85.66223936114974,58.0708493843787,87.23753465259524,Female,Public
Student_93,88.03925243084487,68.59973798945809,86.38957443464484,Male,Private
Student_94,78.06385987847482,92.35060176945419,70.47793664583776,Female,Public
Student_95,88.54835899772806,91.39560310745321,81.58448936132812,Female,Private
Student_96,74.68977981821953,69.14121039817519,78.84726213219801,Male,Private
Student_97,76.1366414690997,79.45593679901182,71.07808780584598,Male,Public
Student_98,71.37705091792748,86.04081582374579,79.86063470929966,Female,Private
Student_99,51.27095633720476,62.060338731401146,97.36239383531313,Male,Private
Student_100,55.39457134966522,58.40705429473735,59.64468718406887,Male,Public
Student_101,51.57145928433671,98.60479966061556,95.28860478927632,Female,Private
Student_102,81.82052056318902,80.87786566048092,52.67277569915992,Male,Private
Student_103,65.71779905381634,99.0707860916832,65.41946064508303,Male,Public
Student_104,75.42853455823514,66.88779935661145,64.40726243057641,Male,Private
Student_105,95.37832369630465,85.15158499870657,81.31825539404528,Male,Private
Student_106,62.464611457443745,61.13018182706189,56.56124758886452,Female,Private
Student_107,70.51914615178148,63.060008563695646,94.11738059198768,Male,Public
Student_108,87.77755692715243,75.5951060634812,91.42757042325206,Male,Public
Student_109,61.43990827458112,65.98090627540356,82.60329098426388,Male,Public
Student_110,53.84899549143965,58.38107819202922,72.92069158960989,Male,Private
Student_111,64.4875726456884,63.1440350994663,96.64780210710393,Female,Public
Student_112,58.06106436270022,51.78741972329323,91.5373277360278,Female,Public
Student_113,96.48488261712865,85.22118107387433,74.96575740406224,Female,Public
Student_114,90.40601897822086,74.60583285429308,85.09366772271557,Male,Public
Student_115,81.67018782552117,54.71215332022628,78.34649760898424,Female,Private
Student_116,93.57302950938589,58.58469965642456,79.39711191941322,Female,Public
Student_117,90.18360384495573,55.126726905632204,66.54880347187355,Male,Private
Student_118,59.32850294430179,80.62964041379382,73.10423023124484,Male,Public
Student_119,94.62794992449889,54.71051818062469,53.90607153948721,Female,Private
Student_120,76.96711209578254,87.7141166517608,67.86743458322962,Female,Public
Student_121,90.37200775820313,51.02554596601956,84.7914257681076,Male,Private
Student_122,94.80456499617466,62.4687893997946,97.66080152530932,Male,Public
Student_123,65.90017374859319,94.53333379459536,98.15320563815101,Male,Private
Student_124,55.50259622638384,85.9265659061123,77.78614345624459,Female,Public
Student_125,61.39675812709709,53.64841664628439,80.33111259047911,Male,Private
Student_126,71.35538943131282,91.05630522425898,59.28605927504837,Female,Public
Student_127,90.90073829612466,74.65175607701025,84.76540540467653,Female,Private
Student_128,93.03652916281717,92.33915135844146,53.53293963371931,Female,Public
Student_129,50.34760652655954,80.03698872251967,64.23428428997222,Male,Private
Student_130,75.53736512887829,84.09165160164294,83.41816736427211,Female,Public
Student_131,70.87055015743894,99.67507801978542,65.51550657717446,Female,Public
Student_132,61.105390523536514,61.61677729620091,52.49234370572272,Female,Public
Student_133,55.99326836668414,81.19727873806941,91.59352046754819,Female,Private
Student_134,66.8807585701814,73.01606950286993,65.51650035672816,Male,Public
Student_135,97.14548519562595,51.972597646134574,53.15526124293392,Female,Public
Student_136,66.16014660103777,50.723532075143254,53.73940822514326,Male,Public
Student_137,75.9395310871683,55.96142889089293,62.58793993943768,Male,Private
Student_138,85.15094794475888,82.45458702692741,58.900797361076314,Female,Private
Student_139,68.1814801189647,78.35815439566962,88.71500588900754,Female,Public
Student_140,98.58910413604804,77.67147805818638,66.08420233335173,Male,Public
Student_141,98.12236474710556,51.59283812641301,90.23478925199163,Male,Private
Student_142,62.58911479126821,73.46514981800036,58.69229989115764,Male,Private
Student_143,74.86242529461927,96.23114089212643,74.64395897720419,Male,Private
Student_144,65.04391549083849,69.87959346553234,84.40185667765644,Female,Public
Student_145,64.24202471887338,81.24612348942281,82.59954269329273,Female,Public
Student_146,51.84434736772664,88.99093378115717,80.05647049651344,Female,Private
Student_147,80.47821669899484,89.19626395709437,96.24108009655849,Female,Public
Student_148,75.13395116144308,75.96400411976357,61.426257385337216,Male,Private
Student_149,52.57393756249947,92.89759727011682,74.68596022310527,Male,Private
Student_150,63.93232321183057,69.56890466818734,94.19962750362043,Female,Private
Student_151,95.41329429833269,94.43466073923992,53.89468827975785,Female,Private
Student_152,61.978094533348624,62.011358319777266,52.79441341265376,Female,Public
Student_153,57.24474360456115,64.01082034952856,61.66511437791457,Male,Private
Student_154,74.47263801387815,52.65603120995006,81.65106097690092,Female,Public
Student_155,99.28252270553003,89.77909182711414,62.99398132249034,Male,Public
Student_156,62.10276357557502,70.85276181163528,59.51199419043995,Male,Private
Student_157,83.60677737029393,61.45583069556995,72.9401157679146,Male,Public
Student_158,88.08098076643589,61.58951388082898,80.67990343847057,Male,Public
Student_159,61.881877199619986,95.06999706146166,62.427885350837016,Female,Public
Student_160,86.41081743059297,91.69583002305185,65.0345593361871,Male,Private
Student_161,68.38915663596266,77.67654426785916,80.6779652405757,Male,Private
Student_162,81.61529152967897,80.80554002078605,97.28692109947264,Female,Private
Student_163,81.67648553804473,73.71627852751455,83.73708637190441,Female,Public
Student_164,76.78873420373793,69.58332714394044,89.145207179228,Male,Public
Student_165,54.51448850272041,95.77384406091657,68.34050473777344,Female,Private
Student_166,91.7651247794619,56.2806351760151,63.612717969223304,Female,Public
Student_167,66.0390032485868,70.92233948581139,72.71338716013113,Male,Private
Student_168,59.32592551999271,67.22809539939377,90.35664143558368,Female,Private
Student_169,52.0387570777382,74.90753601255742,72.81498208952779,Male,Private
Student_170,79.5446471594121,72.88159372725875,92.33627043949305,Male,Public
Student_171,83.87821809211411,75.94447658255407,99.43859903475635,Female,Public
Student_172,50.829391446392805,56.9959488613497,53.60133328651682,Female,Private
Student_173,75.60465291496405,75.65707507566385,52.270507804185186,Female,Private
Student_174,61.3247887598969,62.12094069436054,57.47948514566809,Male,Private
Student_175,82.25863952047249,59.21656744940957,69.21848378671731,Female,Public
Student_176,58.718321450249576,53.24171093930956,56.552110457271624,Male,Private
Student_177,84.5468869051233,88.13262793780704,93.5332238809378,Female,Private
Student_178,69.33676731502686,71.37209604282799,51.15731255135319,Male,Public
Student_179,96.83649943683673,81.33218416558792,65.78963581679113,Female,Public
Student_180,56.87604720729966,86.37966716523717,59.234731474710266,Male,Public
Student_181,67.05331755251292,83.96583326567767,96.57696650787662,Female,Private
Student_182,55.67367606202946,73.52503595448411,83.4740502445014,Female,Public
Student_183,96.23468091392814,69.3949264475865,95.60151282256872,Female,Private
Student_184,93.86696766904905,68.79799548203319,98.61643551551967,Female,Private
Student_185,62.89708138575778,82.00243984650282,74.85491218386846,Female,Private
Student_186,82.99920230170895,74.73971774709366,61.71595540240131,Male,Public
Student_187,90.8611100100608,92.45661239942552,59.68643930982947,Male,Private
Student_188,77.76004057997312,93.73509921633561,61.14594308429203,Female,Public
Student_189,76.48252891780032,58.528018900325925,85.42966538110014,Male,Public
Student_190,62.092614545022585,56.811682577286284,52.02228640615004,Male,Public
Student_191,54.65513839029496,81.52004630179998,52.56805365163574,Female,Private
Student_192,94.86078789766634,65.06128740311397,80.4071471191575,Female,Public
Student_193,95.02090285816652,50.928535938254946,82.10285733687033,Male,Private
Student_194,81.65507286366339,94.43213346814775,83.263146216123,Male,Private
Student_195,66.95148955243504,61.345038362190415,68.59402522942956,Female,Public
Student_196,67.46047873063304,96.46403258429046,90.29724443570765,Female,Private
Student_197,86.29778394351197,85.87172254391268,76.68122938633088,Female,Public
Student_198,94.85551299762886,88.13267449557421,55.27328150047097,Male,Public
Student_199,94.35432121325587,60.07307478965802,89.85496535336726,Female,Public
Student_200,88.99377729288119,61.70972128084065,97.65338931352292,Male,Public
Student_201,82.10158230771438,76.06338769120329,53.00181565011793,Female,Private
Student_202,54.206998249752445,58.60499263249311,69.56756693502899,Female,Public
Student_203,58.08143570473069,65.27158463415161,74.37580224173738,Male,Private
Student_204,94.92770942635397,66.07312389739022,57.32353800391585,Female,Private
Student_205,80.3214529829795,57.98149666263821,93.38544738914385,Male,Public
Student_206,50.45985258083148,60.25914166975804,64.2074822445022,Male,Private
Student_207,55.073577143301605,89.42759210041282,89.15042699690801,Male,Public
Student_208,83.1750884554028,58.35979272736342,83.54972410141579,Female,Public
Student_209,50.253079192310935,51.42286959219612,79.90229112335118,Female,Public
Student_210,58.04040257087493,81.46774713144691,59.60714243482772,Female,Private
Student_211,77.4366894683293,98.79915596962249,61.03517602754528,Male,Public
Student_212,84.59475988463467,66.56069073115607,52.36742023732847,Female,Private
Student_213,82.59806297513003,55.93278515981262,62.03562148911332,Female,Public
Student_214,61.21346547302799,78.51936626837654,67.27218047302571,Female,Private
Student_215,85.6089610673768,95.31771055478231,91.65726519312128,Female,Public
Student_216,61.862454374840006,89.20308899142394,68.31963333574026,Female,Private
Student_217,66.26998490796339,81.1257934206358,87.73108913828032,Male,Public
Student_218,87.32457025590121,65.75282483037996,71.97211406477437,Female,Private
Student_219,82.48164495236074,77.094008663811,89.24341559969443,Female,Public
Student_220,92.4611705247089,54.56224206521277,98.81358002185199,Female,Private
Student_221,82.88064461501716,83.94727121403349,61.992077902879004,Male,Public
Student_222,78.41543016677358,86.25480094488253,93.11708059819381,Female,Private
Student_223,54.683738391404624,98.25158114549595,81.09120431528873,Male,Public
Student_224,68.38579015297168,63.01986793725358,90.86471307943273,Male,Public
Student_225,63.26011838408627,50.922820952151135,82.57929511339026,Female,Public
Student_226,62.19948216895418,77.28042322135752,71.19747536370751,Male,Private
Student_227,98.65052773762227,85.33952521984072,61.40374697208952,Male,Private
Student_228,69.65488623333802,89.5203737941494,53.50176126655825,Male,Public
Student_229,94.60232775885567,59.68694665124053,76.77591822303584,Female,Private
Student_230,81.55693129986315,63.08764345185118,99.51630472634328,Male,Public
Student_231,89.74056517708243,75.62954626336482,86.9020902507103,Female,Public
Student_232,75.1318546552596,66.53004049850009,66.36727706995083,Female,Public
Student_233,78.84519423131795,93.02557432937226,91.36024000433676,Male,Private
Student_234,74.6258846909432,73.68800768693602,88.44920000882033,Male,Public
Student_235,59.76214938990223,89.97893220510015,64.08178966767284,Male,Private
Student_236,86.12260576307526,79.03098802411769,50.715374489711735,Female,Private
Student_237,64.03861812204279,88.65450708085561,55.90813192669748,Female,Public
Student_238,51.21579832157269,66.63364932651619,93.86530951560289,Male,Private
Student_239,82.27361479535838,91.57083109651556,91.82815176524359,Male,Private
Student_240,58.85553397035245,63.72861577755108,64.76045004391813,Female,Private
Student_241,97.02292921764572,77.30494040016454,64.25977131422101,Female,Public
Student_242,97.69642885012937,60.70035565869371,89.64324935512356,Female,Public
Student_243,95.74321951102243,73.77632608130966,96.8868734947711,Male,Private
Student_244,68.50793501277222,65.90876047543516,88.95686283987999,Male,Private
Student_245,50.77283082644337,63.33517153186071,80.27893385153807,Female,Public
Student_246,96.41592812938626,98.34925090140187,62.133567516590226,Female,Public
Student_247,71.40920741586572,58.00370527433653,76.28739570476303,Male,Private
Student_248,98.33274095218349,89.36629187286977,61.67559292966323,Female,Public
Student_249,98.18099885446264,99.20824797416074,90.40057100483868,Male,Public
Student_250,92.650472773368,50.995074187003894,69.34805397588687,Female,Private
Student_251,64.72244460347929,84.95137070210475,91.68486084970131,Female,Public
Student_252,69.25488643009626,62.64559027781436,69.08046089913626,Female,Private
Student_253,92.55683357584284,52.024391216415225,91.20747025999457,Female,Private
Student_254,65.84610025781389,70.14447894783154,66.6658907582621,Male,Private
Student_255,58.474637334304624,96.76089050854375,72.00663523088349,Female,Private
Student_256,77.84006312291751,50.58825471834989,80.77442096713287,Female,Public
Student_257,96.80773870803904,79.39428459648909,53.51438070149593,Male,Public
Student_258,84.80148983374865,75.06982392976622,97.41035309077321,Male,Public
Student_259,78.50305850446824,93.66920821855237,78.68028930619016,Male,Public
Student_260,54.85882468853843,54.20008572603128,75.39100073454011,Female,Private
Student_261,80.75036133495848,84.07630149433251,91.9696985559956,Male,Public
Student_262,99.50269250521316,84.00548492166386,93.28813649484138,Female,Private
Student_263,57.0042007618262,83.45400084311416,76.1130202264508,Male,Private
Student_264,75.91648261818683,97.11672474675186,96.36311628968187,Female,Private
Student_265,93.86865359639776,91.15437645034402,53.23688830382403,Male,Public
Student_266,87.03843088771022,52.0986363121753,55.66128961256088,Male,Private
Student_267,84.8507870497634,73.55414253522565,79.83941150072201,Male,Private
Student_268,85.12420419935546,69.89765281006667,67.70329308967919,Female,Public
Student_269,67.97455756098776,65.5073610545401,73.21125830945994,Female,Private
Student_270,64.67959221322467,72.56683625770486,66.40396089485833,Male,Public
Student_271,90.46805777392568,69.20970924629887,70.23626557224678,Female,Public
Student_272,90.50566973395904,71.61669499393327,91.13231735731497,Female,Private
Student_273,93.35361592900519,98.96309328043213,79.67380999271523,Female,Private
Student_274,95.66202762782356,54.43164873747904,99.8672274641749,Female,Public
Student_275,75.56711994304689,96.11154349193649,89.34395989104814,Female,Public
Student_276,75.07581473435998,74.01183567355133,63.68331270509133,Male,Private
Student_277,89.91475894833876,81.18711227497705,63.21725588633481,Female,Private
Student_278,82.49819653888827,91.5091483308847,66.79491350585036,Male,Private
Student_279,85.09834386288517,68.02315145746277,92.16297403238713,Male,Private
Student_280,89.78963347180505,71.52109540439835,51.36438253252828,Male,Private
Student_281,94.50026709087831,70.4759240139357,61.509063943562886,Female,Private
Student_282,66.89975784257679,68.73655112678799,95.24592101721335,Female,Private
Student_283,68.7791476319972,96.27646608234474,81.9948218041626,Male,Private
Student_284,54.69909699204345,91.4464945596506,61.34235477505282,Male,Private
Student_285,78.9140070498087,55.44999949314881,60.95724841162902,Male,Private
Student_286,51.797113689837104,55.4061676238548,93.13090508797153,Male,Public
Student_287,73.27990090662301,71.39347574264956,94.68787541385232,Female,Public
Student_288,77.13223173537884,54.93286883664045,62.806554548105765,Male,Public
Student_289,64.32706260641422,80.95465476355598,71.02551790382661,Male,Public
Student_290,79.54166302845053,57.184580363086695,91.72978693141586,Female,Private
Student_291,51.52501249695247,76.11866319834004,88.55037193049426,Male,Public
Student_292,51.86740943746072,50.36099735018589,90.69580532830423,Female,Private
Student_293,91.13002803298292,65.82981742063234,75.91990953939845,Male,Private
Student_294,68.00953207056314,83.85953618363277,95.57745241525865,Female,Private
Student_295,56.35302563259424,74.20194701139242,66.29757719772176,Female,Private
Student_296,76.11216300274022,98.9134742999494,57.8336067173759,Female,Private
Student_297,88.49967765493054,93.70518980331053,85.43661662824323,Male,Public
Student_298,60.791051374842155,67.95353895215756,76.96772080034482,Female,Public
Student_299,81.14452379095002,52.27432707361373,92.72928844047405,Male,Public
Student_300,54.2673732496884,92.28131500575094,54.05796245623575,Female,Private
Student_301,52.58408605843039,95.56171551573357,92.18462017190333,Female,Public
Student_302,76.5677315784074,91.03136967095185,64.6647326604411,Female,Public
Student_303,77.03175608050532,56.397497045988246,82.74278335840916,Male,Private
Student_304,81.87149507491033,99.89575672061439,52.00643945391279,Female,Private
Student_305,86.30456668613309,62.92921107763869,80.47906481518004,Female,Public
Student_306,98.79260397312673,86.2102456404185,85.86358445936679,Female,Private
Student_307,75.81501741505977,95.40174381678608,68.43751072528102,Female,Private
Student_308,66.1478236470623,61.78435571653547,60.770535263107014,Male,Public
Student_309,89.75930973843518,95.41292773385331,76.88153383017725,Male,Public
Student_310,63.54161256310371,65.47407895974335,91.65954022178232,Female,Private
Student_311,71.9485710352818,98.82066111920281,66.17736791483254,Female,Private
Student_312,53.922819067113295,64.06300101902373,62.62346487606398,Female,Public
Student_313,51.267537170772876,97.67179123789177,63.94676543188439,Female,Public
Student_314,98.13242073389625,52.677232544633746,97.45660764583323,Male,Public
Student_315,91.79900602561028,85.46360058349066,67.96384578822799,Female,Private
Student_316,84.7987103046849,76.60555669185018,50.18021199441436,Female,Public
Student_317,70.44764722071349,73.89385385613653,89.08406039798098,Male,Public
Student_318,58.66471600354229,61.174715712792,84.9637397667695,Female,Public
Student_319,57.8218521335543,85.2797894888246,56.42841323014844,Female,Private
Student_320,62.512144908229764,59.540474572315354,99.24521245674563,Male,Private
Student_321,77.46133323530603,77.64208979923842,80.40311426525557,Female,Public
Student_322,85.72979613500311,62.662268152012544,75.03897454703008,Male,Private
Student_323,83.00986883588656,97.7810689890678,69.11096338114456,Female,Public
Student_324,63.99669484729714,51.43155969178264,94.93363777818189,Male,Public
Student_325,97.7432640331597,59.98641400556183,62.19817407092816,Male,Public
Student_326,86.89484583478843,62.11553031937238,64.28844501099509,Female,Private
Student_327,77.71770262557004,70.70339128839082,56.120540334328346,Female,Public
Student_328,80.5860373117176,61.636512093502674,87.955954779213,Female,Private
Student_329,70.9800031213895,74.56745451343926,79.77746402029267,Female,Private
Student_330,62.386549475057876,93.62327616292694,80.45330846272492,Male,Public
Student_331,67.79863393256308,85.60317107045853,60.92352155097318,Female,Private
Student_332,87.89230552321845,78.99809902675555,82.55841945635419,Female,Public
Student_333,50.719674431487796,54.45015889913398,88.2729223623432,Female,Public
Student_334,55.80363202534581,84.69960541946378,67.89442653628447,Male,Public
Student_335,52.30013210108764,58.32071421554699,90.0673571980856,Male,Public
Student_336,52.03644011594851,89.31836929808489,67.43952942660104,Male,Private
Student_337,92.77302920055035,62.50283792550766,87.90692307546439,Male,Public
Student_338,85.18289296900119,70.85243641604504,51.68650537288595,Male,Public
Student_339,73.70869145436626,67.5235101158964,77.55823007368264,Female,Public
Student_340,54.89170803255007,92.94069573374284,98.47632803199433,Female,Public
Student_341,74.58079375584163,56.327222935670406,99.06223003411954,Female,Private
Student_342,73.67358853902829,78.28224411923944,64.08762891708703,Male,Private
Student_343,58.66009349550076,57.10308047215311,72.06995455401777,Female,Public
Student_344,71.69258246189865,85.23979180660933,53.14889539933165,Male,Private
Student_345,69.92523671986868,95.25390638972405,93.66706538022999,Male,Public
Student_346,80.79250490261083,71.73038269336267,78.4286076570107,Male,Public
Student_347,81.75468254338219,74.40461301324879,69.25503394702585,Male,Public
Student_348,52.265200488602225,96.3711418241381,55.638527924457655,Male,Private
Student_349,68.73063073132356,76.04956943246785,97.33836427484445,Female,Public
Student_350,81.29299578571182,74.37992190247805,76.51095239104968,Female,Private
Student_351,75.15681292900439,78.91645513521522,64.14639645414519,Female,Private
Student_352,92.82449205941612,84.46148681814759,67.51075650657548,Female,Public
Student_353,82.93468158094726,55.34416875435157,63.534859046107385,Male,Private
Student_354,58.14672135407149,91.0555263870758,80.09049044284903,Female,Public
Student_355,53.52843737002149,71.77525137266296,96.4981787890255,Female,Private
Student_356,82.12096391031578,53.617425494874276,92.83469016632822,Male,Private
Student_357,51.32556552708109,89.30913345991065,73.01904377129887,Male,Private
Student_358,79.28877906367316,68.8474985843136,91.32496811505038,Male,Private
Student_359,97.01151207124788,55.0183747547527,71.15527406381649,Female,Public
Student_360,78.77370889379395,81.68895197716253,62.6153570379319,Female,Public
Student_361,69.4084963103261,94.00656767168209,99.1707557633214,Female,Public
Student_362,82.16441092211767,94.38767547069932,65.19437839854109,Male,Public
Student_363,72.91264452457582,97.88317374044865,66.18621154934542,Male,Public
Student_364,77.28083946579675,93.3852729883344,99.48464338932611,Male,Public
Student_365,97.07324043882626,50.10704596727376,56.69637465828274,Male,Public
Student_366,69.30513189003871,69.01205832066951,88.02669940048474,Male,Private
Student_367,98.05952819119571,90.92712899527515,96.79063792413632,Male,Private
Student_368,95.26753209780318,68.31265029992372,75.58974971377093,Female,Public
Student_369,59.78955673946482,80.0774253189853,50.126088085141,Male,Public
Student_370,53.46806504375827,80.3158473687266,68.75294720565532,Male,Private
Student_371,55.038900068871335,68.25126520194115,55.578449619241354,Male,Private
Student_372,50.91109128257749,95.22369636406438,70.80938304668479,Male,Public
Student_373,54.72214803779642,75.16141726930587,89.50133808211424,Male,Public
Student_374,84.15033867081785,73.23921029687504,71.93557744419002,Male,Private
Student_375,53.55943242301145,99.87568728309479,71.59625606729612,Male,Private
Student_376,65.94878151468806,74.67501820363083,77.83947384594234,Male,Private
Student_377,92.24376554847274,58.91991259642905,79.084529237384,Male,Private
Student_378,51.163596786791295,75.6534711431719,92.81481543994857,Female,Private
Student_379,90.72342412944678,90.70083677599649,65.41777196144757,Female,Public
Student_380,64.09273873867,88.84301634491408,91.0835632184008,Female,Private
Student_381,55.90824138108281,89.42908825542355,78.29668743460236,Female,Public
Student_382,84.83685826820754,85.40118919989558,65.02647748585736,Male,Private
Student_383,81.4471423389942,62.71089145333441,64.75630220030385,Female,Public
Student_384,93.87360067635265,93.10420429201157,68.05687585528622,Female,Public
Student_385,86.75355219019428,94.67217326881325,81.13466213099878,Male,Public
Student_386,90.17404651924244,59.707634830927454,61.54058656799746,Male,Public
Student_387,64.10172862856533,56.522781827569695,96.01667808361337,Male,Public
Student_388,58.87197718898614,98.78024842945561,78.74562920889502,Male,Private
Student_389,87.53073758204292,93.4161981825184,96.00078884980033,Female,Public
Student_390,90.3417369633632,94.66180736049733,52.32021792895773,Male,Private
Student_391,99.52525710003366,94.31881923121975,67.13056852307366,Male,Public
Student_392,70.63088384557133,77.08434120168641,51.14038303438115,Male,Private
Student_393,68.60090428963916,82.32008683328999,63.61259075489849,Female,Public
Student_394,88.82064803709984,77.26814260668209,93.10032361342941,Female,Public
Student_395,67.0401770126509,52.560317459516455,51.83048579211004,Male,Private
Student_396,96.53786628017824,87.27515426763864,71.80735499578725,Female,Private
Student_397,92.9206375921506,75.26660166679402,55.87835352366139,Male,Private
Student_398,71.44970136875092,82.38545373951149,70.84203296301838,Female,Private
